Município,Valor
POMERODE,0.0004116436342252279
GUARAI,0.00019109497420217848
SERTANIA,0.00013869625520110957
MONTANHA,0.00026463427543135386
OEIRAS,0.00010786032088445463
SEABRA,0.00015824931048514718
BATURITE,0.00016694026320914832
IGUAPE,0.00012907805995675885
PRATA,0.0018876828692779614
SAO MIGUEL DO ARAGUAIA,0.0002737226277372263
SANTO ANTONIO DA PLATINA,0.00028107500378370196
SIQUEIRA CAMPOS,0.00032942726716551365
CASSILANDIA,0.0003181528951913462
RIO LARGO,6.631827466376635e-05
CRUZEIRO DO OESTE,0.00028643719864419724
MONTEIRO,0.0002093739718242455
NOVA GRANADA,0.00023053160588316657
IMBITUVA,0.00021250758955676988
MEDEIROS NETO,0.0002201091741503786
PIUMHI,0.00022910819634572427
JUSSARA,0.0014202528049992898
CAJATI,0.0002105706464518846
MIRANDOPOLIS,0.00016831616508449472
JACUPIRANGA,0.00027950136955671084
BREVES,4.83105790506005e-05
ITAPAGE,0.0
MARTINOPOLIS,0.0001502178158329578
SERTANOPOLIS,0.0004264911960031682
ITIRAPINA,0.00021754500462283134
PEDREIRAS,0.00015309637416753848
SAO MIGUEL DOS CAMPOS,6.472806123274593e-05
VALENCA DO PIAUI,0.00019112236609489225
ASSAI,0.00040123044001604924
PORANGATU,0.0001972256919334692
IPAMERI,0.0002943990579230146
ESTREITO,9.405789263291557e-05
MORRO DO CHAPEU,0.0001128668171557562
SANTA TERESA,0.00025290844714213456
QUEDAS DO IGUACU,0.0002324973117498329
CAMPESTRE,0.0008628127696289905
ARAGUATINS,0.00013823610727121925
NATIVIDADE,0.0006486486486486486
ACU,0.0
ANDRADAS,0.00024156923374239056
GOIAS,0.00022340377999195747
CANDELARIA,0.0002546067916361669
SOURE,0.00015646391550948563
VASSOURAS,0.00018876574171453227
ARACI,7.319572536963841e-05
SANTO CRISTO,0.0004220596510973551
ITABAIANINHA,9.4863159891856e-05
GAROPABA,0.0003816955765723737
URUARA,8.803785627819963e-05
MINACU,0.0002083839822179002
COARI,5.820044232336166e-05
PALMEIRA,0.0037735849056603774
ICARA,0.00020961797124740162
TRES DE MAIO,0.0003769475624057631
CARANDAI,0.00023374498422221355
ITABERABA,0.00010828202827707825
SAPUCAIA,0.000998502246630055
PAUDALHO,7.025802258795426e-05
REALEZA,0.00047197640117994103
CAPELINHA,0.00010510549964526894
ALEXANIA,0.00021420921099607284
MUZAMBINHO,0.00034071550255536625
RUBIATABA,0.00020053140823181431
SAO JOAO DA BARRA,0.00013727589709798755
CAMPO MAIOR,0.00012795086686712303
JAGUAQUARA,0.00010974338338850987
SAO JERONIMO,0.00032770768474520726
SALINAS,0.00011990695220508885
MATOZINHOS,0.00020969306178081834
ILHA SOLTEIRA,0.00026131103479169775
PEDREGULHO,0.00035690916661709597
PIRACANJUBA,0.00016294606485253382
UNIAO,8.974847988512195e-05
ICONHA,0.0003578329635726043
ITAPURANGA,0.00019469646820606675
QUISSAMA,0.00015919764387487066
ITABERAI,0.00013754527531979277
PIRAJUI,0.00019440880283059218
GUARATUBA,0.0001598848828843233
AGUA BOA,0.0005176366190933965
SAPE,0.00011362775547307023
CERES,0.0003138169102483637
RUSSAS,0.0001267716335792703
BARAO DE COCAIS,0.000182559483965192
POMPEIA,0.00031571351253833666
PEDRO LEOPOLDO,0.00010817159104957349
GUARIBA,0.00017289500333440364
GUANHAES,0.00014462152546785062
LARANJEIRAS DO SUL,0.0002800336040324839
PINHALZINHO,0.0005848713283077723
POSSE,0.00016036777676805474
PAULISTANA,0.00019460932178651358
CORRENTE,0.00014976225242427645
IBIPORA,0.000126970307086757
SAO LUIZ GONZAGA,0.0002703270957859009
ANCHIETA,0.0019794853338132084
TEFE,0.00011755420088333585
PIRIPIRI,9.406305360026337e-05
SANTA HELENA DE GOIAS,0.00018037518037518038
JARAGUA,0.00011687249211110678
NAVIRAI,0.00017956867604015155
ALEM PARAIBA,0.0001412389480523149
MONTE CARMELO,0.00022949656798314244
RIBEIRAO,8.400537634408603e-05
GOIANINHA,0.00018748359518542127
REGENTE FEIJO,0.00039227223693243113
MONTE SANTO,0.00010146515686513252
SANTA QUITERIA,0.0001372652192811878
PRUDENTOPOLIS,0.000152343229295603
SAO MATEUS DO SUL,0.00019269885451236486
XIQUE-XIQUE,8.59789781398448e-05
CAPITAO LEONIDAS MARQUES,0.0004420866489832007
PIRAQUARA,5.218752718100374e-05
DOMINGOS MARTINS,0.00029423880421349967
NOVO REPARTIMENTO,7.770611547128759e-05
NOVO PROGRESSO,0.00042691919583947837
SAO FIDELIS,0.00018083182640144665
AGUA BRANCA,0.0006792159906850379
SANTA MARIA DA VITORIA,0.0001005656819610308
BARRA DE SAO FRANCISCO,0.00013339558460614953
SAO FRANCISCO,0.002129925452609159
ASSIS CHATEAUBRIAND,0.00029994001199760045
URUACU,0.00017140058765915768
UBIRATA,0.00033478406427854036
ARARUNA,0.0005714285714285715
PARIQUERA-ACU,0.0002535111291385692
ALMIRANTE TAMANDARE,6.664389666863822e-05
CABROBO,0.00011593194794655537
JOAO PINHEIRO,0.00020952939697439551
ITAPEMIRIM,0.00020198522622345337
MARAGOGI,0.0001210946960523129
ITAI,0.00021912205098239718
CANINDE,5.178395733001916e-05
MATEUS LEME,0.00019130212983037878
TIJUCAS,0.00025539522410930913
MARANGUAPE,6.904699798996517e-05
SAO CRISTOVAO,5.4888959634659084e-05
CAPITAO POCO,9.186954524575104e-05
SOBRADINHO,0.0005331556147950683
MAFRA,0.00017680026873640847
PORTO UNIAO,0.0003094842866387193
SANTANA DO ARAGUAIA,6.718714306830245e-05
JAGUAPITA,0.0005093872798719255
SANTA ISABEL DO PARA,0.5
MARIALVA,0.00022343872193051055
ESTRELA,0.000232564900142446
IBAITI,0.0002528125395019593
GUAJARA-MIRIM,0.00010739754274422202
IBIRUBA,0.0005388722872679175
DOIS CORREGOS,0.00018173887758069206
BARREIRINHAS,6.327411930335195e-05
PENEDO,9.3976130062964e-05
PALMEIRA DAS MISSOES,0.00021128248468201986
CATOLE DO ROCHA,0.00019554165037152912
CODO,5.6856947919035704e-05
IBATE,0.00016914749661705008
BRASILIA (BRAZLANDIA),0.0
TAMBAU,0.00025826446280991736
BREJO SANTO,0.00010031700172545243
ANICUNS,0.000227469177926391
PARAISOPOLIS,0.0003298619292210546
CASIMIRO DE ABREU,0.00011100996869518882
CEREJEIRAS,0.0004319921007158726
SAO MIGUEL ARCANJO,0.0001515059693351918
CANDIDO MOTA,0.00022331397945511388
SERRANA,0.00013145210761545875
GUAPIACU,0.00018369690011481055
SANTA CRUZ,0.000911715544750038
MANTENA,0.00018085144862010343
CAMBARA,0.0002748763056624519
PORTO REAL,0.0003504555922699509
ACOPIARA,7.34200914080138e-05
CAPAO BONITO,0.00019100980516999872
PARANAIBA,0.00016557857886271172
MIRACEMA DO TOCANTINS,0.00022301516503122213
IBOTIRAMA,0.00014813168907158464
SANTA ROSA DE VITERBO,0.0002242739132059956
LUIS ANTONIO,1.0
CAMPO FORMOSO,6.994278680039727e-05
CORINTO,0.0002112557039040054
CAMPO NOVO DO PARECIS,0.00027667874830534264
BOM JESUS DO ITABAPOANA,0.00018815686906969867
CONCHAL,0.00028295546988292715
BENEVIDES,6.272738677706687e-05
BURITAMA,0.0002314680863375962
BARRINHA,0.0001506931886678722
RIO DAS PEDRAS,0.0001678885220213778
SANTA GERTRUDES,0.00021913005368686317
TOCANTINOPOLIS,0.0002188662727073758
PALOTINA,0.00034245509168456773
TUPACIGUARA,0.00023623907394283014
ARAPOTI,0.00024734982332155476
TUCANO,0.00015748651521713453
HORIZONTE,0.00010214653650279444
NOVA PETROPOLIS,0.0003714710252600297
ENGENHEIRO BELTRAO,0.000500679493598455
GUARA,0.0002815843814529754
BAMBUI,0.00025106703489831785
PITANGA,0.00026672001066880045
SACRAMENTO,0.00018958064760749222
APIAI,0.0002476677949310658
PERDOES,0.00027926460321154293
PITANGUI,0.0002126528442317916
MOJU,6.0109158231348126e-05
BORBOREMA,0.0011348590883298658
RIO NEGRINHO,0.00023532180256500765
QUIXERAMOBIM,6.114113820342879e-05
TRES PASSOS,0.0003773268489015596
INDAIAL,0.00022566995768688293
FAXINAL,0.00040425040425040424
CARMO DO PARANAIBA,0.00023076415902947188
CASTELO,0.00015895302937981827
CAMACAN,0.00012497656689370744
MONTE AZUL PAULISTA,0.0003163222269084774
BARREIROS,9.353661958656815e-05
COLINAS DO TOCANTINS,0.00013946612367855848
ROSARIO DO SUL,0.00020348985094368417
CAETE,0.00013319421937087932
MINEIROS,0.00014672653109135193
PORECATU,0.0003922183871979918
MACAU,0.0001560598021161709
NEPOMUCENO,0.00022366360993066427
NEOPOLIS,0.0002673367908891622
PITANGUEIRAS,0.003372164316370325
MATINHOS,0.00019875635310485817
AQUIDAUANA,0.00012492452476628704
PETROLANDIA,0.001354784081287045
TAUA,8.465680132741864e-05
PIRENOPOLIS,0.0001994893073731248
ESTRELA D'OESTE,0.0005938947618482005
CEARA-MIRIM,6.767181874780066e-05
PEREIRA BARRETO,0.00023367215796237878
IPIAU,0.00010888027524933583
PALMEIRAS DE GOIAS,0.00020413718018508437
CORRENTINA,0.00015532291634307727
PIRES DO RIO,0.0001893580761219466
MACAIBA,7.333080749440853e-05
SALINOPOLIS,9.774693318997116e-05
PONTES E LACERDA,0.0002184646305763097
MASSARANDUBA,0.0005000714387769681
TAQUARITUBA,0.00025799793601651185
JANDAIA DO SUL,0.00032972209138012245
JAGUARIBE,0.00011548677676406051
CATAGUASES,9.266613714588297e-05
ASTORGA,0.00022892899385707199
QUIRINOPOLIS,0.0001577878148359993
SAO FRANCISCO DE ITABAPOANA,0.00023691068467187872
GUACUI,0.0001606580553948975
IGARAPE,0.00011411096149896159
VENDA NOVA DO IMIGRANTE,0.00027189745581666344
ARROIO GRANDE,0.0003289834411667946
CAXAMBU,0.00037019898195279964
MENDES,0.00032175032175032174
SANTA VITORIA DO PALMAR,0.00027134280771970285
ESPERANTINA,0.0005386479935362241
SANTA BARBARA,0.00038308672125652443
IVAIPORA,0.0003131360576170346
NOSSA SENHORA DAS DORES,0.0001866019779809666
CAJURU,0.0001894441708028644
CORDEIROPOLIS,0.0003222428099573028
QUEIMADAS,0.0003145519600519011
INHUMAS,0.00011265701571565369
CERQUEIRA CESAR,0.00024763508493883413
MARECHAL FLORIANO,0.0002955082742316785
CACHOEIRA PAULISTA,0.00020845120752806647
TIMBO,0.0004002045489917069
MARECHAL CANDIDO RONDON,0.00033648004486400596
JUARA,0.00022778394692634036
HORIZONTINA,0.0006189076280365155
VISCONDE DO RIO BRANCO,0.00013964855114628185
ALTINOPOLIS,0.0003085848299697587
CARANGOLA,0.0002120505286116749
SANTA CRUZ DAS PALMEIRAS,0.00023030198347583268
CICERO DANTAS,0.00012278978388998034
JOAO CAMARA,0.0001422070534698521
BARRA DO CORDA,6.780273923066492e-05
FLORIANO,0.00011661807580174928
LUCELIA,0.0003198391665905145
JUNQUEIROPOLIS,0.0003360376362152561
SANTO ANTONIO DO DESCOBERTO,5.275026704822693e-05
NOVA ESPERANCA,0.0002858776443682104
IRACEMAPOLIS,0.00024376371170878363
AGUAS FORMOSAS,0.0002597807450511768
ALENQUER,7.006235549639179e-05
NOVA LONDRINA,0.00045454545454545455
CHOPINZINHO,0.00036521103980800335
TEODORO SAMPAIO,0.0006794401413235494
PINHEIRAL,0.00015770383220312253
CASA BRANCA,0.00029488859764089124
GUARAREMA,0.00016591452083886382
CASA NOVA,5.513819008891033e-05
CAMBORIU,9.400152752482228e-05
ITAMARAJU,0.00010860290124893337
SAPEZAL,0.0002248201438848921
PARAUNA,0.0004553734061930783
JURUTI,6.7842605156038e-05
BRASILIA (PARANOA),0.0
MANDAGUACU,0.00030303030303030303
CORBELIA,0.0003505287141438336
CONCEICAO DAS ALAGOAS,0.00017639173075566217
MOZARLANDIA,0.000315059861373661
CERRO LARGO,0.000493339911198816
BAIXO GUANDU,0.0001606064499550302
ACARAU,0.00012677484787018255
SAO GABRIEL DA PALHA,0.00015575515289964178
ARCOS,0.00014858841010401187
OURO FINO,0.00017756207274126245
BRASILEIA,0.00022470226949292187
FRAIBURGO,0.00024600918434288215
SAO LUIS DE MONTES BELOS,0.00017565945487015838
UNIAO DOS PALMARES,7.599939200486396e-05
CRIXAS,0.0002933583665806149
SAO JOAO DO PIAUI,0.00019359210144226117
SAO SEPE,0.0002547229887497347
AMERICO BRASILIENSE,0.00019496977968414895
BOA VIAGEM,0.00012825915678765781
PAU DOS FERROS,0.0001633986928104575
CORURIPE,8.72691730373163e-05
MANDAGUARI,0.00020281037230189772
MAUES,6.150061500615006e-05
ALEGRE,0.00016680567139282736
SAO BENEDITO,0.0001454364131225198
CHAPADAO DO SUL,0.00034796056446936017
PINHEIROS,0.000292750759322282
ELOI MENDES,0.000211864406779661
FREDERICO WESTPHALEN,0.0002857324274557115
GUARAMIRIM,0.00030569687970827784
PLANALTO,0.0030165912518853697
ITATIAIA,0.00037425149700598805
SAO FRANCISCO DO SUL,0.000148848286384103
TAPES,0.0003461804754211862
CAMPOS BELOS,0.000199930024491428
GRAJAU,7.136230642974381e-05
BROTAS,0.00024354603019970775
RIO POMBA,0.0002784119383039145
CANOINHAS,0.00023861967694566814
BOM JESUS DE GOIAS,0.00019494697442295697
CHARQUEADAS,0.00014542634155800086
COROMANDEL,0.00025030394049917757
MAMANGUAPE,0.00013293158454448777
PONTALINA,0.0002799552071668533
JACAREZINHO,0.0002543105640608311
APODI,0.00011150136589173217
MATA DE SAO JOAO,0.00016975767092475492
GOIOERE,0.00027770063871146905
JOAO NEIVA,0.000299007295778017
HOLAMBRA,0.000392875851231011
BELO ORIENTE,0.0002963621545528636
SANTO ANTONIO DE POSSE,0.00029750520634111096
CORDEIRO,0.00018147996914840523
SAO JOAO DOS PATOS,0.00015386982612709647
CRISTALINA,0.00016608536787908985
DELMIRO GOUVEIA,7.653744594542881e-05
SAO RAIMUNDO NONATO,0.00014336095421051123
ITAOCARA,0.00021531306519679614
NOVA ANDRADINA,0.00016297262059973924
BRODOWSKI,0.0002373699410531313
CHAPADINHA,6.234802668495543e-05
SANTANA DO IPANEMA,0.0001254731382923106
TEUTONIA,0.0002961558964638986
IPIRA,0.0022696323195642307
POTIRENDABA,0.00022836263987211693
SANTO ANTONIO DO MONTE,0.00021106694339888135
COARACI,0.00018127983563961567
MARAVILHA,0.0011106175033318525
PRESIDENTE KENNEDY,0.001088139281828074
QUATA,0.00028149190710767064
CARAUARI,0.00010523361863336608
PRESIDENTE GETULIO,0.0004513144533453684
JOAQUIM TAVORA,0.00041635440086601716
CAMOCIM,7.823869059727417e-05
SAO BENTO DO SAPUCAI,0.00036720829890755534
ESPINOSA,0.00015817779183802593
NOVA BASSANO,0.0005997001499250374
GUAPIMIRIM,6.515931452401121e-05
BICAS,0.0003435481654527965
IPU,7.133006800133149e-05
ABAETE,0.00021505376344086021
TUTOIA,5.050675106905957e-05
VARGEM ALTA,0.00027789356676392944
PRADOPOLIS,0.0002285923284414575
TAPERA,0.00047272383473574735
RIO MARIA,0.00021976814460743916
CASTILHO,0.00018808482625664176
FIRMINOPOLIS,0.0002974198825191464
SAO PEDRO DO SUL,0.0003715630418627694
RIACHO DE SANTANA,0.0007144558228149559
ALTO TAQUARI,0.00035929219437707714
CAMPINA GRANDE DO SUL,0.00016023806798672312
POCO VERDE,0.0001675954246449072
JULIO DE CASTILHOS,0.0004161464835622139
ICO,5.868372406912943e-05
POCOES,8.53260521768809e-05
MANHUMIRIM,0.0002192790106131041
CANINDE DE SAO FRANCISCO,0.0001315702914281955
PIRAI,0.00027077339651379253
ESPERANCA,0.00015060694599234917
ITAMONTE,0.0003181876034109711
MIRASSOL D'OESTE,0.00017894849862209656
SANTO AMARO DA IMPERATRIZ,0.00025446371771491584
ALVARES MACHADO,0.0002400192015361229
PORTO MURTINHO,0.0001734304543877905
SAO FRANCISCO DE PAULA,0.001226993865030675
JUQUIA,0.00026712255582861415
SAO DOMINGOS,0.004520503713270907
TUPI PAULISTA,0.00032086247834178273
CAETITE,7.830700260370784e-05
ALTA FLORESTA D'OESTE,0.00026399155227032733
BRASILIA DE MINAS,9.257830581700355e-05
LUZ,0.0002738675576491209
QUATRO BARRAS,0.00016728702270921332
INDEPENDENCIA,0.0011458503846783433
XAXIM,0.0003105268605734396
ITUPIRANGA,5.6227157717177394e-05
CARAMBEI,0.00025183630640083945
PINHEIRO MACHADO,0.0004100041000410004
BORBA,7.185972980741592e-05
PACAJA,6.196554715578138e-05
CARLOS BARBOSA,0.0003306768956053041
ARROIO DO MEIO,0.00033385796728191923
DUAS BARRAS,0.000260235947258848
FLORESTA,0.0010217486498321413
MAE DO RIO,9.922275508516619e-05
BOQUIM,0.00018588051600431241
OURILANDIA DO NORTE,0.00014999250037498125
LAVRAS DA MANGABEIRA,9.526228883525974e-05
RIO NEGRO,0.0018777383684539955
CAMPOS NOVOS,0.00024619761461866724
JAGUARIAIVA,0.0001998458332143775
MANGUEIRINHA,0.00048071145295036654
CARLOS CHAGAS,0.0001606511727535611
PICUI,0.00021367521367521368
VAZANTE,0.0002422245906404418
INHAMBUPE,9.917437334192844e-05
ABELARDO LUZ,0.0005011135857461024
BELA VISTA DO PARAISO,0.0003896356906292616
TRES MARIAS,0.0001833965032400049
ITAMBACURI,0.00017234693437890474
POUSO REDONDO,0.00033875338753387534
BARRA,5.564830272676683e-05
QUERENCIA,0.0003345040976751965
CATANDUVAS,0.0010819317399429528
MONTE SANTO DE MINAS,0.0002789011295495747
MACAUBAS,7.974322680967285e-05
RUY BARBOSA,0.0011135857461024498
PEIXOTO DE AZEVEDO,0.0005093666874186429
PACATUBA,0.000343878954607978
IBIRAMA,0.0005236698785085882
OIAPOQUE,0.00014333835017558947
MOMBACA,6.840257193670482e-05
PIRANGI,0.0003487054310870892
BARRA VELHA,0.00026791694574681847
PALMARES DO SUL,0.000441306266548985
OUROESTE,0.0002846569883290635
TAPIRATIBA,0.0003861003861003861
UCHOA,0.0002955373854792631
ITUPORANGA,0.00039439952672056796
CAARAPO,0.00019612329617886445
VALPARAISO,0.00022369696517783908
ITAPACI,0.0002134836258059007
RIO CASCA,0.0002968900764491947
AMARGOSA,8.012606500894742e-05
MEDINA,0.00014451563177417023
CLEVELANDIA,0.000425531914893617
CAMPINA VERDE,0.00025313892264074525
CANAVIEIRAS,0.00012942470717660002
CACONDE,0.0003682466200220948
CONCHAS,0.00033298185248903936
SANTA ADELIA,0.000257052888631836
SILVANIA,0.00028823981552651804
SAO MIGUEL D'OESTE,0.42857142857142855
PANORAMA,0.00037826251418484426
GENERAL SALGADO,0.0005523844595838704
NOVA VICOSA,0.0001370394902130964
MORADA NOVA,9.718487803297807e-05
SAO MIGUEL DO GUAPORE,0.00025999913333622223
BANANAL,0.00036386791594651143
ANGATUBA,0.0001962400408179285
GETULIO VARGAS,0.00043252595155709344
JACIARA,0.00017981083899737475
CARACARAI,0.00017950904276802944
PADRE BERNARDO,8.713331397037468e-05
FREI PAULO,0.00019285163281049114
RIO BRANCO DO SUL,0.00018451886705415628
FARTURA,0.0004355942750466708
MACATUBA,0.0004066457534564889
LAJEDO,7.391165093990983e-05
SAO JOAO DO IVAI,0.0006961018297533811
ALTOS,9.851003570988794e-05
MARMELEIRO,0.000625564745951206
DIANOPOLIS,0.00022297538351765965
APARECIDA DO TABOADO,0.00015343895047757874
ARRAIAL DO CABO,9.806164808943223e-05
VICOSA DO CEARA,4.885197850512946e-05
ALFREDO CHAVES,0.00027329871549603714
GANDU,9.203583261749909e-05
ARAGUACU,0.00035431675918270935
BELA VISTA DE GOIAS,0.0001967729240456513
CAROLINA,0.00016552865714876888
ESPLANADA,7.983394539358135e-05
INHAPIM,0.00020764981934465716
MARACAI,0.00028498147620404675
ITAGUACU,0.00035655708478927474
ITAIOPOLIS,0.0002295684113865932
SALTO DO JACUI,0.00040060892556686165
JARDIM ALEGRE,0.0005359056806002144
CONCEICAO DO JACUIPE,8.982573806814779e-05
MORUNGABA,0.0003628183731224149
NOVA VENEZA,0.0005989219405070872
MONTE SIAO,0.0002496982812434974
IUNA,0.0001707067258449983
TRAIRI,5.329448757350198e-05
ROCA SALES,0.0003487054310870892
NOVA RUSSAS,0.00012342631449024932
ESPUMOSO,0.0005131165415945097
CRUZILIA,0.0003231226573607341
PRESIDENTE FIGUEIREDO,0.0001075471190815476
GIRAU DO PONCIANO,7.275020006305017e-05
AUTAZES,7.44601638123604e-05
LAURO MULLER,0.00032651995036896755
BATAGUASSU,0.00021436227224008573
SANTO ESTEVAO,7.509057800972423e-05
MIRACATU,0.00020363488265539887
MURICI,0.00010588359863057213
CAMPINAS DO SUL,0.0011033468186833395
MORENO,6.319714348911429e-05
ITAPECURU MIRIM,1.0
BALNEARIO PICARRAS,0.0002944640753828033
NOVA MAMORE,0.00025484199796126404
SANTALUZ,0.00010657856172230956
SANANDUVA,0.0003674669279764821
AREIA BRANCA,0.00026758000642192013
IVOTI,0.00024301336573511544
CHARQUEADA,0.0002879023435250763
CONCEICAO DA BARRA,0.0002238352572506635
COLORADO DO OESTE,0.00038600102933607824
SANTO ANTONIO,0.00012355848434925866
LAMBARI,0.00023915435021763047
PARAGUACU,0.00018514232816477667
RIBEIRA DO POMBAL,7.413447994662318e-05
PAICANDU,0.0001436334474421277
COROATA,7.628463322348346e-05
PONTAL DO PARANA,0.00017911517105498835
AFOGADOS DA INGAZEIRA,0.00013367554272270346
GRANJA,5.4583166551435535e-05
CANARANA,0.00041205017855507737
IRARA,0.00013711308401604224
URUSSANGA,0.0003279610194902549
TAGUATINGA,0.00017830609212481427
MARACAJU,0.00014576652367664821
GIRUA,0.00037823866859988653
PEDRO II,7.736345350456444e-05
MANOEL RIBAS,0.0005181347150259067
FORMOSA DO RIO PRETO,0.0001546969872761728
MIRACEMA,0.00014730794726375488
BRACO DO NORTE,0.0002066359664659346
BOM PRINCIPIO,0.0004209049456331112
URUPES,0.0003600230414746544
CAIAPONIA,0.0002616841995080337
PACAEMBU,0.0002804459089953025
PORCIUNCULA,0.00026371308016877635
JUINA,0.00019464246612004574
ESMERALDAS,4.1928135176307806e-05
TENENTE PORTELA,0.00044662795891022776
JUQUITIBA,9.479871073753397e-05
VIANOPOLIS,0.00035773055734420833
ITALVA,0.0003268187463232891
SALTO DE PIRAPORA,0.00010902747492368077
PIEN,0.00038813848781245146
RIO BRILHANTE,0.0001571256481432986
NOVA CRIXAS,0.0003862495171881035
NAZARE,0.0013041210224308817
PIRAI DO SUL,0.00023421946363742828
MIGUELOPOLIS,0.00022366360993066427
OBIDOS,7.647306236378236e-05
SANTO AUGUSTO,0.0004332755632582322
COCAL DO SUL,0.0002972474882587242
COLINAS,0.002430133657351154
FRANCISCO SA,0.00018961659524441578
COLINA,0.00032371189641219314
VIRADOURO,0.0002629226481569122
NOVA CRUZ,0.0001068090787716956
MUQUI,0.0003864485379363648
AMPERE,0.00036248770131013414
IBATIBA,0.00018920759857715886
SANTA MARIA DA BOA VISTA,7.125890736342043e-05
BARRAS,6.357952739217971e-05
FAXINAL DO SOTURNO,0.0009004952723998199
TAQUARI,0.0001859773107680863
JEREMOABO,7.379892253573098e-05
BOM JESUS DOS PERDOES,0.0001539349624783529
CONSTANTINA,0.0004037549207630968
CAMPANHA,0.00029829375969454716
RIO PARDO,0.00018293479681170784
TUPANCIRETA,0.00029084261259764
BUIQUE,6.788981483053005e-05
PORTEIRINHA,0.00013205155292626242
TEOTONIO VILELA,6.76102046335527e-05
SOLANEA,0.0001525145842071148
SAO JOAO BATISTA,0.0003864547606395826
MAMBORE,0.0004610419548178884
CAMPINORTE,0.00031338138514572234
BARRA DO BUGRES,0.00014161497719998868
NOVA HARTZ,0.00022857142857142857
NOVA ALVORADA DO SUL,0.00022291573785109228
JAGUARI,0.00046446818392940084
CAMPO VERDE,0.0001530389156099694
JUATUBA,0.00018253504672897196
CARIRA,0.00022483025315886505
DIAMANTINO,0.00027053837135900444
SALESOPOLIS,0.00023185717597959656
PALMEIRA D'OESTE,0.00043351035005960767
MARATAIZES,0.00012859090090785175
MIRANTE DO PARANAPANEMA,0.00027265786890609664
DOURADINA,0.0010041841004184101
CORUMBA DE GOIAS,0.0003581341212284
TERRA BOA,0.00029069767441860465
CARMO DO RIO CLARO,0.000235094978371262
JEQUITINHONHA,0.00019627855853026615
PATY DO ALFERES,0.00014358532557972575
AQUIRAZ,7.41335639710879e-05
BARRA DA ESTIVA,0.00019615535504119262
CATENDE,6.92201199815413e-05
MUCURI,0.0001420084731722326
SIDROLANDIA,0.00013503249219343406
TRES COROAS,0.00020992967355935762
ELDORADO,0.0004838709677419355
ANTONIO PRADO,0.0005366040628593331
IPIXUNA DO PARA,7.619047619047618e-05
ALTO PARAISO,0.0026070763500931097
SERAFINA CORREA,0.00044956448440573195
AFONSO CLAUDIO,0.00016417665407978985
ENCRUZILHADA DO SUL,0.0001926040061633282
RESTINGA SECA,0.00038109756097560977
CONCEICAO DE MACABU,0.0001282160868450295
UMBAUBA,0.00015655577299412916
MIMOSO DO SUL,0.00019146084625694046
CAMPOS ALTOS,0.00019276489108783655
CIDADE GAUCHA,0.00046885988903649293
FATIMA DO SUL,0.00020865936358894105
CACEQUI,0.0003219834178539805
OURO PRETO DO OESTE,0.0002238576265495145
ROSARIO,6.977717821091316e-05
PRIMEIRO DE MAIO,0.0004492362982929021
REMANSO,7.286859363614283e-05
SANTA MARIA DE JETIBA,0.00014628794343532855
AIMORES,0.00023865399148800763
QUARAI,0.00022117043393639138
SARZEDO,0.00011971388381767575
NOVA SANTA RITA,0.0013689253935660506
ALMEIRIM,0.00017607700434323277
NAZARE DA MATA,0.00012280109292972708
TORITAMA,6.498570314530803e-05
TIBAGI,0.00029116319697190275
CHAVANTES,0.00048316959252697695
SAO JOSE DE MIPIBU,6.781806673297767e-05
IVINHEMA,0.00025826446280991736
LAGUNA,0.00010840813494644637
NHANDEARA,0.00026025852346664354
SENA MADUREIRA,0.00012900174152351057
ATALAIA,0.0012883277505797476
MANDIRITUBA,0.00018304960644334616
CUNHA,0.0003262034577566522
PARAIBUNA,0.00021902206647319718
PINDORAMA,0.0002904275092936803
ANTONINA,0.0002110929336640456
LARANJEIRAS,0.00019946808510638297
ITAPECERICA,0.00022976885253435045
CASCA,0.0005524251463926638
SAO MIGUEL DO IGUACU,0.0003626341746446185
GUARANTA DO NORTE,0.00024910047052311096
TAIO,0.00037866493562696096
NEROPOLIS,0.00023030103635466359
TERRA ROXA,0.0009536929108826958
ACREUNA,0.00026612259380821434
VITORIA DO MEARIM,9.129363074769483e-05
PIRACURUCA,0.0001385329362055829
SAO JOAQUIM,0.00018423670732156674
CAPIM GROSSO,0.0001296092281770462
ALPINOPOLIS,0.0002004208838560978
ANDIRA,0.00030111412225233364
SAO JOSE DO NORTE,0.00014429493885501966
ECOPORANGA,0.0001751696956426538
MONTIVIDIU,0.00036571094207138677
MORRETES,0.00030402529490453604
MANGARATIBA,6.634232640424591e-05
NOVA MUTUM,0.00023497746352508917
DORES DO INDAIA,0.00022343040142995457
PILAR DO SUL,0.0001700564587443031
CORONEL VIVIDA,0.00048590864917395527
ITAU DE MINAS,0.0004938576455336749
MIRANDA,0.00017717930545712261
DUARTINA,0.00032172444301455805
SANTA TEREZINHA DE GOIAS,0.000467180565288484
RIACHAO DO JACUIPE,8.963786303334529e-05
SAO JOAO NEPOMUCENO,0.0002268688320036299
AMAMBAI,0.00015065535077587506
POJUCA,0.00010007004903432403
LABREA,6.399044409368201e-05
PORTO FRANCO,0.0001245226631246887
ALVORADA DO NORTE,0.0003446295232624928
AUGUSTINOPOLIS,0.0001609183071394089
LIVRAMENTO DE NOSSA SENHORA,6.512960791976033e-05
